ra,dec,Name,HD,Vmag,bv
327.065833,-47.303611,          ,207129, 5.58, 0.60
325.766667,+72.320278,          ,207130, 5.17, 1.05
326.600000,+25.563333,          ,207134, 6.28, 1.21
326.934167,-30.898333, 10The PsA,207155, 5.01, 0.04
326.222083,+62.460556,          ,207198, 5.95, 0.31
326.808333, +2.686111, 11    Peg,207203, 5.64, 0.00
326.569167,+43.060833,          ,207218, 6.54, 0.28
326.769583,+17.194167,          ,207223, 6.21, 0.34
327.500417,-64.712500,          ,207229, 5.62, 1.02
326.908750, -5.917222,          ,207235, 6.17, 0.22
327.696250,-69.629444,   Omi Ind,207241, 5.53, 1.37
326.362083,+61.120833, 10Nu  Cep,207260, 4.29, 0.52
326.698333,+49.309444, 81Pi 2Cyg,207330, 4.23,-0.12
327.034583,+36.580556,          ,207446, 6.47,
327.421250,-12.723056,          ,207503, 6.31, 0.22
327.122500,+38.648611,          ,207516, 6.12,-0.08
326.855417,+60.692778, 12    Cep,207528, 5.52, 1.52
327.554583,-16.844722,          ,207552, 6.38, 1.42
327.362083,+20.462500,          ,207563, 6.29,-0.10
326.754167,+70.150833,          ,207636, 6.29,
327.461250,+30.174167, 14    Peg,207650, 5.04,-0.03
327.536250,+17.285556, 13    Peg,207652, 5.29, 0.37
327.417083,+41.148889,          ,207673, 6.48, 0.42
327.924167,-18.623056,          ,207760, 6.16, 0.36
327.329167,+61.272778,          ,207780, 6.17, 1.67
327.892500,+19.826667,          ,207840, 5.77,-0.10
327.770417,+39.536667,          ,207857, 6.17,-0.08
328.075833,+21.273056,          ,207932, 6.89,
328.324167,-13.551667, 51Mu  Cap,207958, 5.08, 0.37
328.797917,-61.886389,          ,207964, 5.90, 0.39
328.482083,-37.365000,   Gam Gru,207971, 3.01,-0.12
328.124583,+28.793333, 15    Peg,207978, 5.53, 0.42
328.400000,-10.311667,          ,208008, 6.59,-0.12
328.265833,+25.925000, 16    Peg,208057, 5.08,-0.17
328.004167,+55.796944,          ,208095, 5.71,-0.13
328.405833,+19.668333,          ,208108, 5.68, 0.01
328.490833, +6.864444,          ,208110, 6.15, 0.80
328.543333, -4.276111,          ,208111, 5.71, 1.18
327.905417,+65.752778,          ,208132, 6.37,
329.058333,-57.899444,   Pi  Ind,208149, 6.19, 0.21
328.649583, -3.301111,          ,208177, 6.20, 0.48
328.572500,+19.718333,          ,208202, 6.39, 0.97
328.981667,-30.606389,          ,208285, 6.41, 0.93
329.095000,-37.253611,          ,208321, 5.46, 0.08
329.259167,-37.746944,          ,208435, 6.18, 0.33
329.479583,-54.992500,   Del Ind,208450, 4.40, 0.28
329.625417,-59.012222,   Kap1Ind,208496, 6.12, 0.46
330.467083,-77.662500,          ,208500, 6.41, 0.22
328.721667,+56.611389, 13    Cep,208501, 5.80, 0.73
329.100000,+21.239722,          ,208527, 6.40, 1.70
329.235000,+12.076389, 17    Peg,208565, 5.54, 0.05
328.836250,+61.541944,          ,208606, 6.13, 1.60
328.879583,+65.320833,          ,208682, 5.86,-0.06
329.555417, -5.424722,          ,208703, 6.33, 0.37
329.259167,+48.668611,          ,208727, 6.42,-0.08
329.682500,-21.182778,          ,208735, 6.12, 1.65
329.824583,-38.395278,          ,208737, 5.50, 1.00
330.765833,-76.118611,          ,208741, 5.95, 0.39
330.100417,-55.882778,          ,208796, 6.01,-0.10
329.729167, -4.373056,          ,208801, 6.22, 1.00
329.162917,+63.625556,          ,208816, 4.91, 1.77
329.296250,+66.156111,          ,208947, 6.43,-0.05
330.032917, +6.717500, 18    Peg,209008, 6.00,-0.12
330.209167,-28.453611, 12Eta PsA,209014, 5.42,-0.09
330.840000,-56.786111,   Eps Ind,209100, 4.69, 1.06
329.722500,+62.698333,          ,209112, 5.93, 1.67
329.845833,+57.658333,          ,209124, 6.59, 0.03
330.270833, +0.605000, 28    Aqr,209128, 5.58, 1.28
330.111667,+33.006111,          ,209149, 6.46,
330.272500,+13.119722, 20    Peg,209166, 5.60, 0.34
330.288333, +8.257222, 19    Peg,209167, 5.65, 1.44
330.549583,-17.903611,          ,209240, 6.28, 1.01
329.462500,+74.996667,          ,209258, 6.35, 1.56
330.610833,-16.964167, 29    Aqr,209278, 6.37, 0.42
330.505833,+10.973889,          ,209288, 6.37,-0.10
330.163750,+62.488056,          ,209339, 6.66, 0.06
329.812500,+73.180000, 16    Cep,209369, 5.03, 0.44
330.818333, -6.522500, 30    Aqr,209396, 5.54, 0.96
330.828750, -2.155278, 31Omi Aqr,209409, 4.69,-0.06
330.460833,+52.882222,          ,209419, 5.78,-0.11
330.829167,+11.386389, 21    Peg,209459, 5.80,-0.07
331.099583,-29.916667, 13    PsA,209476, 6.47, 1.63
330.519167,+58.000556, 14    Cep,209481, 5.56, 0.06
330.736250,+44.650000,          ,209515, 5.60,-0.03
331.153333,-26.822500,          ,209522, 5.96,-0.14
331.462083,-59.636111,   Kap2Ind,209529, 5.62, 1.46
331.197500, -0.906667, 32    Aqr,209625, 5.30, 0.23
331.528750,-39.543333,   Lam Gru,209688, 4.46, 1.37
331.143333,+32.941944,          ,209693, 6.38, 1.10
331.420000, +5.058611, 22Nu  Peg,209747, 4.84, 1.44
331.445833, -0.319722, 34Alp Aqr,209750, 2.96, 0.98
331.297500,+26.673889,          ,209761, 5.78, 1.25
330.970417,+63.119722, 18    Cep,209772, 5.29, 1.58
330.947500,+64.627778, 17Xi  Cep,209790, 4.29, 0.34
331.609167,-13.869722, 33Iot Aqr,209819, 4.27,-0.07
331.394583,+28.963889, 23    Peg,209833, 5.70,-0.06
332.677083,-75.880556,          ,209855, 6.55, 1.18
331.318333,+46.744722,          ,209857, 6.13, 1.61
331.460833,+45.112222,          ,209932, 6.44,-0.03
329.552917,+82.869722,          ,209942, 6.98, 0.52
331.508333,+45.014444,          ,209945, 5.14, 1.57
332.058333,-46.961111,   Alp Gru,209952, 1.74,-0.13
331.252083,+62.785556, 20    Cep,209960, 5.27, 1.41
331.463333,+48.231667,          ,209961, 6.27,-0.06
331.287083,+62.280000, 19    Cep,209975, 5.11, 0.08
331.551667,+45.248611,          ,209993, 6.19, 0.09
331.752917,+25.345000, 24Iot Peg,210027, 3.76, 0.44
332.095833,-32.988611, 14Mu  PsA,210049, 4.50, 0.05
332.980417,-76.116111,          ,210056, 6.15, 1.00
332.108333,-34.043889,   Ups PsA,210066, 4.99, 1.48
331.556250,+56.343056,          ,210071, 6.39,-0.10
331.869167,+19.475556,          ,210074, 5.75,
331.875000,+18.000556,          ,210090, 6.35, 1.64
332.177917,-33.125556,          ,210111, 6.37, 0.20
331.959583,+21.702778, 25    Peg,210129, 5.78,-0.10
332.245833,-18.519722, 35    Aqr,210191, 5.81,-0.17
332.491667,-48.107222,          ,210204, 6.43, 1.39
332.071667,+25.543611,          ,210210, 6.11, 0.27
331.790000,+58.840833,          ,210220, 6.32, 0.88
331.856250,+53.307222,          ,210221, 6.14, 0.43
332.482083,-34.014722,          ,210271, 5.37, 0.24
332.068750,+49.796389,          ,210289, 6.42,
332.500417,-28.292500,          ,210300, 6.44, 0.15
332.536667,-32.548333, 15Tau PsA,210302, 4.92, 0.48
332.170833,+45.741944,          ,210334, 6.11, 0.72
332.306667,+33.172222, 27Pi 1Peg,210354, 5.58, 1.00
332.550000, +6.197778, 26The Peg,210418, 3.53, 0.08
332.587917, -3.894167,          ,210419, 6.27,-0.01
332.656250,-11.565000, 38    Aqr,210424, 5.46,-0.12
332.640833, -4.267222,          ,210434, 6.01, 0.98
332.496667,+33.178333, 29Pi 2Peg,210459, 4.29, 0.46
332.579167,+19.616944,          ,210460, 6.18, 0.69
332.592500,+14.630000,          ,210461, 6.33, 1.08
332.760000,-21.232500,          ,210464, 6.09, 0.50
332.655833,+11.624444,          ,210502, 5.78, 1.58
332.625833,+20.978056, 28    Peg,210516, 6.46, 0.12
332.715000,+30.553056,          ,210594, 6.32, 0.18
332.963750,+16.040556,          ,210702, 5.95, 0.95
333.107500,-14.193889, 39    Aqr,210705, 6.03, 0.38
332.791250,+50.823333,          ,210715, 5.40, 0.15
333.239583,-26.327778,          ,210739, 6.17, 0.17
332.713750,+58.201111, 21Zet Cep,210745, 3.35, 1.57
333.033333,+24.950000,          ,210762, 5.92, 1.51
333.182500, -4.720833,          ,210763, 6.39, 0.50
332.451667,+72.341111, 24    Cep,210807, 4.79, 0.92
332.877917,+59.414444, 22Lam Cep,210839, 5.04, 0.25
333.435000,-25.180833,          ,210848, 5.58, 0.49
334.460417,-77.511667,   Psi Oct,210853, 5.51, 0.31
332.953333,+56.839444,          ,210855, 5.24, 0.51
332.563750,+72.111111,          ,210873, 6.37,-0.06
332.662083,+70.132778,          ,210884, 5.50, 0.38
333.199167,+34.604722,          ,210889, 5.33, 1.13
332.987083,+59.084722,          ,210905, 6.30, 1.13
333.660833,-41.381667,          ,210918, 6.23, 0.65
333.578333,-27.766944, 16Lam PsA,210934, 5.43,-0.16
333.007917,+60.759444,          ,210939, 5.35, 1.17
333.575000,-21.074167, 41    Aqr,210960, 5.32, 0.80
335.006250,-80.439722,   Eps Oct,210967, 5.10, 1.47
333.410833,+28.608333,          ,211006, 5.89, 1.15
333.092917,+63.291389,          ,211029, 5.79, 1.67
333.896250,-44.451944,          ,211053, 6.10, 1.02
333.469583,+39.715000,          ,211073, 4.49, 1.39
333.903750,-41.346667,   Mu 1Gru,211088, 4.79, 0.80
333.455417,+45.440833,          ,211096, 5.53, 0.04
334.110833,-41.627500,   Mu 2Gru,211202, 5.10, 0.92
333.685000,+42.953889,          ,211211, 5.71, 0.00
333.456250,+63.162500,          ,211242, 6.11,-0.08
333.999167, +8.549444,          ,211287, 6.21, 0.02
334.155833,-25.898333,          ,211291, 6.15, 1.11
333.220417,+73.307222,          ,211300, 6.08, 1.01
333.758333,+57.043611, 23Eps Cep,211336, 4.19, 0.28
334.140000, -1.596389,          ,211356, 6.15, 0.19
334.200417,-12.831389, 42    Aqr,211361, 5.34, 1.14
334.249167,-23.140000,          ,211364, 6.17, 1.05
333.992500,+37.748889,  1    Lac,211388, 4.13, 1.46
334.208333, -7.783333, 43The Aqr,211391, 4.16, 0.98
334.219167, -9.040000,          ,211392, 5.79, 1.16
334.565000,-53.627778,          ,211415, 5.37, 0.60
334.625417,-60.259722,   Alp Tuc,211416, 2.86, 1.39
334.123750,+27.804167,          ,211432, 6.37, 0.99
334.277083, -5.387222, 44    Aqr,211434, 5.75, 0.88
337.905833,-85.967222,   Ups Oct,211539, 5.77, 1.02
334.110417,+57.220278,          ,211554, 5.88, 0.93
334.517917, -0.237778,          ,211575, 6.39, 0.44
334.753333,-13.305000, 45    Aqr,211676, 5.95, 1.06
335.150833,-57.510000,          ,211726, 6.34, 1.37
334.734167,+37.769444,          ,211797, 6.17, 0.28
334.552917,+62.804444, 25    Cep,211833, 5.75, 1.26
335.049583, -7.821111, 46Rho Aqr,211838, 5.37,-0.06
335.115000, +5.789444, 30    Peg,211924, 5.37,-0.02
335.232500, +8.186667,          ,211976, 6.17, 0.44
336.153333,-72.255556,   Nu  Ind,211998, 5.29, 0.65
335.398333,-21.598333, 47    Aqr,212010, 5.13, 1.07
335.250417,+26.935278,          ,212047, 6.47, 1.59
335.414167, -1.387222, 48Gam Aqr,212061, 3.84,-0.05
335.165000,+50.980833,          ,212071, 6.42,
335.379583,+12.205278, 31    Peg,212076, 5.01,-0.13
335.682917,-45.947778,   Pi 1Gru,212087, 6.62, 2.01
335.330417,+28.330556, 32    Peg,212097, 4.81, 0.00
335.256667,+46.536667,  2    Lac,212120, 4.57,-0.10
335.783333,-45.928611,   Pi 2Gru,212132, 5.62, 0.36
334.585000,+76.488056,          ,212150, 6.66, 0.00
336.462500,-75.015556,          ,212168, 6.04, 0.64
336.293750,-70.431667,          ,212211, 5.78, 0.38
335.462083,+42.078333,          ,212222, 6.41,-0.08
335.878750,-24.762500, 49    Aqr,212271, 5.53, 0.99
335.883750, -7.194444,          ,212320, 5.93, 1.00
336.235000,-57.797222,          ,212330, 5.32, 0.67
335.915000,+20.848333, 33    Peg,212395, 6.04,
336.028750, -4.836944, 51    Aqr,212404, 5.78,-0.04
336.112917,-13.529444, 50    Aqr,212430, 5.76, 0.97
335.750833,+57.284444,          ,212454, 6.16,-0.13
335.975833,+38.573611,          ,212487, 6.22, 0.49
335.750833,+62.420000,          ,212495, 6.04, 0.05
335.890000,+52.229167,  3Bet Lac,212496, 4.43, 1.02
336.319167, +1.377500, 52Pi  Aqr,212571, 4.66,-0.03
336.833333,-64.966389,   Del Tuc,212581, 4.48,-0.03
336.129167,+49.476389,  4    Lac,212593, 4.57, 0.09
336.544583,-23.682500,          ,212643, 6.29,-0.03
336.419583,+18.444444,          ,212670, 6.26, 1.22
336.642500,-16.741389, 53    Aqr,212697, 6.57,
336.643333,-16.742500, 53    Aqr,212698, 6.35, 0.61
333.294167,+86.108056,          ,212710, 5.27,-0.03
337.157083,-67.489167,          ,212728, 5.55, 0.20
336.655833, +4.393611, 34    Peg,212754, 5.75, 0.52
336.690417,+37.443889,          ,212883, 6.46,-0.13
335.922083,+78.243333,          ,212937, 6.76,-0.06
336.964583, +4.695556, 35    Peg,212943, 4.79, 1.05
337.163333,-39.131944,   Nu  Gru,212953, 5.47, 0.95
336.860417,+39.809722,          ,212978, 6.14,-0.14
336.746667,+56.433333,          ,212986, 6.57,-0.10
336.942500,+31.840278,          ,212988, 5.98, 1.45
337.317500,-43.495556,   Del1Gru,213009, 3.97, 1.03
336.503333,+70.770833,          ,213022, 5.47, 1.20
337.207083, -0.020278, 55Zet1Aqr,213051, 4.59,
337.208750, -0.020000, 55Zet2Aqr,213052, 4.42, 0.38
337.439583,-43.749444,   Del2Gru,213080, 4.11, 1.57
336.772083,+65.132222, 26    Cep,213087, 5.46, 0.37
337.283333, +9.128889, 36    Peg,213119, 5.58, 1.55
337.441667,-27.107222,          ,213135, 5.95, 0.33
337.292500,+26.763056,          ,213179, 5.79, 1.25
337.506250,-12.915000,          ,213198, 6.40, 0.32
337.491667, +4.431667, 37    Peg,213235, 5.48, 0.38
337.572500,-14.585833, 56    Aqr,213236, 6.37,-0.04
337.082083,+64.085556,          ,213242, 6.29, 1.08
337.432917,+35.725556,          ,213272, 6.56,
337.723750,-26.073611,   Zet PsA,213296, 6.43, 1.08
337.292917,+58.415278, 27Del Cep,213306, 3.75, 0.60
337.382500,+47.706944,  5    Lac,213310, 4.36, 1.68
337.661667,-10.678056, 57Sig Aqr,213320, 4.82,-0.06
337.507500,+32.572500, 38    Peg,213323, 5.65,-0.04
337.527083,+49.356111,          ,213389, 6.40, 1.15
337.876250,-32.346111, 17Bet PsA,213398, 4.29, 0.01
338.860000,-78.771667,          ,213402, 6.15, 1.38
336.677083,+78.785833, 28Rho1Cep,213403, 5.83, 0.15
337.622083,+43.123333,  6    Lac,213420, 4.51,-0.09
337.826667, -2.911111,          ,213428, 6.16, 1.08
337.826667, -6.555000,          ,213429, 6.14, 0.56
338.250417,-61.982222,   Nu  Tuc,213442, 4.81, 1.61
337.922083,-10.905556, 58    Aqr,213464, 6.38, 0.28
337.892500,+29.542778,          ,213534, 6.35, 0.19
337.822917,+50.282500,  7Alp Lac,213558, 3.77, 0.01
338.147917,+20.230000, 39    Peg,213617, 6.42, 0.32
338.195417,+15.863333,          ,213644, 6.32, 1.19
338.110000,+39.779722,          ,213660, 5.88, 0.16
338.078333,+54.037500,          ,213720, 6.35,
338.512083, -1.574167, 60    Aqr,213789, 5.89, 0.99
337.470417,+78.824167, 29Rho2Cep,213798, 5.50, 0.06
338.673333,-20.708333, 59Ups Aqr,213845, 5.20, 0.44
338.970417,-57.883611,          ,213884, 6.23, 0.20
338.419167,+56.625000,          ,213930, 5.71, 0.96
338.262083,+69.913611,          ,213973, 6.60, 0.32
338.902083,-23.991111,          ,213986, 5.97, 0.99
338.839167, -0.117500, 62Eta Aqr,213998, 4.02,-0.09
338.320833,+70.373889,          ,214019, 6.34, 0.00
338.067500,+76.226389,          ,214035, 5.68, 0.05
339.122083,-40.582778,   Sig1Gru,214085, 6.28, 0.12
339.147500,-31.663889,          ,214122, 5.82, 1.09
339.245000,-40.591111,   Sig2Gru,214150, 5.86, 0.06
338.967917,+39.634167,  8    Lac,214168, 5.73,-0.15
339.032917,+35.577222,          ,214200, 6.10, 1.00
339.151667,+11.696944,          ,214203, 6.40, 0.00
338.972500,+50.071111,          ,214240, 6.29,-0.05
338.965833,+56.070000,          ,214279, 6.38, 0.12
339.269583,+12.577222,          ,214298, 6.30,
339.202917,+35.652500,          ,214313, 6.30, 1.37
339.439167, -4.228056, 63Kap Aqr,214376, 5.03, 1.14
339.785000,-52.692222,          ,214441, 6.65, 0.35
339.592500, -7.897778,          ,214448, 6.23, 0.78
339.343333,+51.545278,  9    Lac,214454, 4.63, 0.24
339.686250,-28.747778,          ,214462, 6.47, 1.04
338.942083,+73.643056, 31    Cep,214470, 5.08, 0.39
339.714583,-33.081389,          ,214484, 5.66, 0.05
339.572917,+45.183056,          ,214558, 6.40,
339.719167,+19.522222, 40    Peg,214567, 5.82, 0.92
339.933333,-28.325278,          ,214599, 6.31, 1.01
340.203750,-57.422222,          ,214632, 5.97, 1.46
339.657917,+56.795833,          ,214665, 5.21, 1.58
339.815417,+39.050278, 10    Lac,214680, 4.88,-0.20
340.092917,-30.658889,          ,214690, 5.87, 1.30
339.945833,+19.681111, 41    Peg,214698, 6.21, 0.00
339.304167,+75.371667,          ,214710, 5.79, 1.57
339.892917,+37.592778,          ,214714, 6.03, 0.86
339.662500,+63.584444, 30    Cep,214734, 5.19, 0.06
340.164167,-27.043611, 18Eps PsA,214748, 4.17,-0.11
340.200000, -3.554167,          ,214810, 6.31, 0.52
341.513750,-81.381667,   Bet Oct,214846, 4.15, 0.20
340.219583,+14.549444,          ,214850, 5.71, 0.72
340.128750,+44.276389, 11    Lac,214868, 4.46, 1.33
340.076667,+53.846111,          ,214878, 5.93, 0.93
340.365417,+10.831389, 42Zet Peg,214923, 3.40,-0.09
340.653750,-47.210556,          ,214953, 5.98, 0.58
340.667083,-46.884722,   Bet Gru,214952, 2.10, 1.60
340.592083,-29.360833, 19    PsA,214966, 6.17, 1.54
340.380833,+30.965833,          ,214979, 6.34,
340.679583,-44.247778,          ,214987, 6.07, 0.98
340.369167,+40.225556, 12    Lac,214993, 5.25,-0.14
340.439167,+29.307500, 43Omi Peg,214994, 4.79,-0.01
340.489167,+14.516389,          ,214995, 5.90, 1.11
340.400417,+41.549444,          ,215030, 5.94,
340.875000,-41.414444,   Rho Gru,215104, 4.85, 1.03
340.764583, -8.311667,          ,215114, 6.45, 0.17
341.068750,-60.499444,          ,215121, 6.30, 0.56
340.809583, -6.962778, 67    Aqr,215143, 6.41,-0.04
340.586667,+53.908889,          ,215159, 6.12, 1.62
340.897083,-18.830278, 66    Aqr,215167, 4.69, 1.37
340.750417,+30.221389, 44Eta Peg,215182, 2.94, 0.86
340.731250,+37.802778,          ,215191, 6.43,-0.09
340.768750,+47.168611,          ,215242, 6.39, 0.47
340.927917,+10.939167,          ,215243, 6.51, 0.46
341.021667,+39.465556,          ,215359, 5.95, 1.48
341.407917,-53.500278,   Eta Gru,215369, 4.85, 1.18
341.022917,+41.819167, 13    Lac,215373, 5.08, 0.96
341.419583,-46.547500,          ,215405, 5.51, 1.32
341.533333,-48.978889,          ,215456, 6.62, 0.63
341.617917,-49.685833,          ,215504, 6.48, 1.14
341.367500,+19.366667, 45    Peg,215510, 6.25, 1.05
341.205000,+52.517222,          ,215518, 6.55,
341.682083,-46.939444,          ,215545, 6.56, 0.30
342.595417,-80.124167,   Xi  Oct,215573, 5.35,-0.15
342.420417,-77.050556,          ,215631, 6.73, 0.11
341.673333,+12.172778, 46Xi  Peg,215648, 4.19, 0.50
341.542500,+44.546111,          ,215664, 5.76, 0.36
341.632917,+23.565556, 47Lam Peg,215665, 3.95, 1.07
341.829583,-34.161111,          ,215669, 6.28, 1.16
342.089167,-61.684167,          ,215682, 6.37, 1.06
341.887917,-19.613333, 68    Aqr,215721, 5.26, 0.94
341.946250,-38.221944,          ,215724, 6.71, 0.48
342.322500,-70.347778,          ,215729, 6.34, 0.07
341.928333,-14.056389, 69Tau1Aqr,215766, 5.66,-0.05
341.984167,-25.911944,          ,215782, 6.30, 0.91
342.138750,-51.316944,   Eps Gru,215789, 3.49, 0.08
342.125833,-10.555556, 70    Aqr,215874, 6.19, 0.28
341.846667,+58.482778,          ,215907, 6.36,-0.04
342.045417,+37.416667,          ,215943, 5.90, 1.03
342.397917,-13.592500, 71Tau2Aqr,216032, 4.01, 1.57
342.496250,-32.805278,          ,216042, 6.33, 0.31
342.384583,+10.478889,          ,216048, 6.54, 0.29
342.199167,+54.415000,          ,216057, 6.12,-0.07
342.184167,+62.938333,          ,216102, 6.06, 1.20
342.500833,+24.601667, 48Mu  Peg,216131, 3.48, 0.93
342.759167,-39.156944,          ,216149, 5.42, 1.43
342.937083,-59.881389,          ,216169, 6.46, 1.13
342.252917,+68.570278,          ,216172, 6.19,
342.442500,+55.902778,          ,216174, 5.43, 1.17
343.041250,-63.188611,          ,216187, 6.12, 1.03
342.590833,+41.953611, 14    Lac,216200, 5.92, 0.08
342.662917,+19.140833,          ,216201, 6.40,
342.542500,+50.676944,          ,216206, 6.21, 1.14
342.837083,-29.536111, 21    PsA,216210, 5.97, 0.91
342.420000,+66.200556, 32Iot Cep,216228, 3.52, 1.05
344.787500,+59.814722,          ,217348, 6.43, 0.03
343.131667,-32.875556, 22Gam PsA,216336, 4.46,-0.04
342.845000,+61.696944,          ,216380, 5.60, 0.78
343.100417, +9.835556, 49Sig Peg,216385, 5.16, 0.48
343.153750, -7.579722, 73Lam Aqr,216386, 3.74, 1.64
343.008333,+43.312500, 15    Lac,216397, 4.94, 1.56
343.407917,-48.598056,   Tau1Gru,216435, 6.04, 0.62
343.664167,-70.073611,   Rho Ind,216437, 6.05, 0.66
341.870833,+83.153889,          ,216446, 4.74, 1.26
343.259583,+16.841111,          ,216489, 5.64, 1.12
343.369583,-11.616667, 74    Aqr,216494, 5.80,-0.08
343.217917,+50.411944,          ,216523, 6.46,-0.04
343.297083,+40.167222,          ,216538, 6.34,-0.08
343.265833,+60.101111,          ,216595, 6.01, 1.75
343.417083,+44.749167,          ,216608, 5.81, 0.26
343.662500,-15.820833, 76Del Aqr,216627, 3.27, 0.05
